AnswerId,QuestionId
"607","263"
"608","564"
"611","588"
"619","514"
"623","622"
"629","626"
"633","588"
"635","337"
"655","650"
"660","535"
"665","644"
"667","264"
"669","657"
"676","227"
"679","48"
"681","328"
"684","644"
"691","657"
"693","371"
"695","36"
"699","164"
"701","683"
"704","696"
"707","705"
"710","705"
"712","709"
"713","709"
"718","709"
"723","626"
"725","651"
"730","705"
"735","683"
"737","705"
"745","683"
"747","746"
"749","746"
"750","683"
"751","746"
"753","752"
"754","746"
"755","752"
"759","609"
"762","761"
"763","761"
"764","742"
"768","174"
"770","761"
"771","746"
"774","769"
"777","766"
"781","769"
"783","773"
"787","650"
"791","622"
"794","561"
"795","746"
"797","13"
"798","709"
"799","717"
"802","766"
"817","13"
"818","810"
"820","810"
"829","810"
"834","826"
"836","696"
"837","832"
"838","833"
"840","826"
"849","845"
"850","845"
"858","855"
"859","855"
"870","810"
"873","871"
"875","871"
"876","871"
"877","717"
"880","879"
"881","879"
"884","826"
"885","879"
"886","871"
"889","888"
"890","888"
"891","888"
"893","871"
"894","805"
"895","194"
"896","879"
"897","879"
"906","898"
"908","194"
"910","871"
"911","904"
"912","904"
"921","898"
"931","88"
"936","935"
"938","935"
"939","123"
"940","930"
"942","905"
"943","935"
"950","194"
"951","930"
"971","164"
"981","833"
"982","972"
"984","972"
"986","944"
"990","944"
"1006","1005"
"1012","1005"
"1016","944"
"1022","930"
"1023","835"
"1025","947"
"1026","1024"
"1028","947"
"1034","1033"
"1039","1037"
"1043","1040"
"1044","1040"
"1047","1042"
"1049","1040"
"1050","1040"
"1051","1040"
"1054","1053"
"1055","1041"
"1056","1033"
"1057","1053"
"1061","1042"
"1062","1041"
"1065","1005"
"1066","1037"
"1071","264"
"1072","1069"
"1073","1069"
"1074","1010"
"1077","761"
"1082","1070"
"1086","1069"
"1090","1083"
"1092","1064"
"1093","1010"
"1095","1083"
"1096","1064"
"1109","1104"
"1114","944"
"1120","855"
"1123","855"
"1130","1108"
"1135","1131"
"1136","1131"
"1141","1131"
"1142","1083"
"1148","13"
"1149","1145"
"1153","1145"
"1154","1145"
"1155","1145"
"1157","1156"
"1159","1145"
"1163","1145"
"1164","1160"
"1168","1160"
"1169","1160"
"1172","1160"
"1174","1171"
"1175","1131"
"1183","1041"
"1185","1180"
"1186","1176"
"1187","1180"
"1190","1189"
"1191","1171"
"1202","1189"
"1216","1160"
"1226","336"
"1232","1180"
"1235","1160"
"1236","1189"
"1238","1131"
"1240","1237"
"1242","1229"
"1243","1237"
"1248","11"
"1252","1237"
"1257","1033"
"1260","1229"
"1263","104"
"1264","1261"
"1266","564"
"1269","1261"
"1272","1261"
"1275","1241"
"1278","1261"
"1281","835"
"1290","88"
"1297","1292"
"1303","1292"
"1305","1292"
"1309","1304"
"1312","898"
"1317","1284"
"1318","1306"
"1319","1314"
"1320","1300"
"1321","1313"
"1322","1313"
"1325","1313"
"1328","1284"
"1331","1329"
"1332","289"
"1333","1284"
"1334","1329"
"1335","1329"
"1336","1284"
"1337","1329"
"1338","1276"
"1339","1329"
"1340","1323"
"1341","1329"
"1342","1323"
"1347","1300"
"1348","1313"
"1351","1323"
"1353","1329"
"1356","1284"
"1359","1314"
"1364","1300"
"1375","1306"
"1378","1306"
"1380","1376"
"1381","1329"
"1393","1383"
"1394","1390"
"1397","1376"
"1398","1383"
"1399","1387"
"1404","9"
"1405","1401"
"1413","1408"
"1414","1408"
"1415","588"
"1418","1401"
"1420","246"
"1421","1408"
"1425","1417"
"1428","1384"
"1430","1176"
"1435","427"
"1436","1387"
"1437","1104"
"1446","580"
"1447","1387"
"1454","1104"
"1456","1453"
"1459","1451"
"1462","898"
"1464","580"
"1465","1457"
"1466","1451"
"1468","1457"
"1474","1104"
"1477","1451"
"1478","1476"
"1479","1476"
"1484","1476"
"1488","1451"
"1490","1276"
"1495","761"
"1504","1276"
"1506","1505"
"1509","1505"
"1514","1503"
"1515","1508"
"1517","1496"
"1522","1505"
"1524","761"
"1525","1508"
"1527","1401"
"1533","1528"
"1534","1528"
"1536","1528"
"1546","1041"
"1550","650"
"1554","1535"
"1556","1528"
"1561","1496"
"1577","1576"
"1578","1576"
"1579","1576"
"1581","1576"
"1582","564"
"1585","1584"
"1586","1576"
"1587","888"
"1588","1584"
"1589","1576"
"1590","1576"
"1591","1576"
"1594","1584"
"1595","746"
"1596","1576"
"1599","1598"
"1601","1576"
"1602","888"
"1606","1576"
"1608","1584"
"1609","1598"
"1611","328"
"1617","1600"
"1619","766"
"1620","833"
"1621","1610"
"1624","1610"
"1627","1625"
"1628","1615"
"1640","1623"
"1646","1600"
"1647","1615"
"1649","1644"
"1651","1625"
"1653","1625"
"1654","1644"
"1655","1625"
"1656","1607"
"1657","1625"
"1660","1644"
"1661","1644"
"1662","1576"
"1665","1623"
"1666","1607"
"1667","1623"
"1670","1607"
"1672","1669"
"1673","1300"
"1678","1669"
"1684","657"
"1686","1669"
"1687","1683"
"1688","1683"
"1693","1669"
"1703","1176"
"1704","1679"
"1713","1711"
"1716","145"
"1718","1383"
"1721","1709"
"1724","1709"
"1733","1709"
"1749","1746"
"1752","11"
"1758","888"
"1764","1762"
"1765","1760"
"1771","1762"
"1772","1576"
"1773","1070"
"1774","1576"
"1776","1600"
"1778","36"
"1780","1734"
"1788","1711"
"1789","1709"
"1793","1600"
"1794","1790"
"1798","1709"
"1803","1746"
"1806","1790"
"1812","231"
"1820","1760"
"1821","1760"
"1824","1644"
"1826","588"
"1840","1829"
"1843","1836"
"1849","1836"
"1852","1829"
"1856","1848"
"1857","1854"
"1870","1829"
"1871","1854"
"1875","1873"
"1879","1854"
"1881","1873"
"1885","1829"
"1886","1873"
"1894","1607"
"1901","1898"
"1904","1644"
"1905","1898"
"1909","1104"
"1910","361"
"1911","1644"
"1912","1898"
"1914","1384"
"1920","1644"
"1926","1908"
"1927","1908"
"1928","1898"
"1934","1241"
"1940","1936"
"1945","1908"
"1948","6"
"1957","1848"
"1971","1970"
"1974","1973"
"1985","1973"
"1986","1982"
"1987","1983"
"1992","1988"
"1993","1988"
"1996","1994"
"1998","1994"
"2001","1995"
"2002","1994"
"2003","1973"
"2005","1995"
"2006","1982"
"2008","1973"
"2009","1995"
"2012","1994"
"2013","1994"
"2017","1790"
"2019","330"
"2023","330"
"2025","1644"
"2028","2027"
"2032","1973"
"2033","2027"
"2035","1973"
"2036","2034"
"2040","1973"
"2042","2041"
"2044","2043"
"2047","1535"
"2049","2046"
"2050","1949"
"2051","2027"
"2054","2048"
"2057","2048"
"2058","1010"
"2064","2048"
"2065","1576"
"2066","2046"
"2067","2056"
"2068","2056"
"2069","2056"
"2070","2048"
"2073","2046"
"2080","2048"
"2086","14"
"2096","2046"
"2099","2046"
"2114","1329"
"2118","1329"
"2122","2120"
"2126","1329"
"2133","2123"
"2142","145"
"2146","2138"
"2147","2138"
"2148","2138"
"2156","2138"
"2177","2123"
"2178","2155"
"2179","2154"
"2180","2123"
"2181","2158"
"2183","2134"
"2184","2123"
"2189","2134"
"2195","2134"
"2197","2041"
"2207","2041"
"2210","2158"
"2212","2209"
"2213","1453"
"2216","2092"
"2219","2155"
"2220","2214"
"2223","2123"
"2225","2158"
"2228","2214"
"2233","2209"
"2245","2158"
"2246","2214"
"2254","2250"
"2258","2250"
"2264","2250"
"2268","2262"
"2277","1983"
"2280","2232"
"2283","2267"
"2287","2284"
"2291","2209"
"2292","2284"
"2293","2262"
"2294","2256"
"2301","2284"
"2310","2041"
"2312","2300"
"2314","2279"
"2316","2311"
"2317","2311"
"2320","2308"
"2322","2256"
"2324","2267"
"2333","2332"
"2334","2232"
"2335","2154"
"2342","2308"
"2346","2267"
"2350","2232"
"2360","2349"
"2361","2349"
"2369","930"
"2372","2196"
"2373","2196"
"2374","2284"
"2376","2349"
"2377","1644"
"2378","2348"
"2379","2328"
"2382","2120"
"2385","1644"
"2388","44965"
"2390","2364"
"2393","2348"
"2400","2232"
"2409","2405"
"2421","1644"
"2426","1584"
"2434","2328"
"2436","2384"
"2440","2432"
"2442","2432"
"2444","2405"
"2452","48"
"2460","2432"
"2462","2432"
"2468","2432"
"2471","1408"
"2474","2384"
"2476","2472"
"2477","2472"
"2478","2472"
"2479","2472"
"2487","2483"
"2489","2483"
"2490","2256"
"2491","2482"
"2492","1908"
"2494","2488"
"2495","2488"
"2496","2482"
"2497","2483"
"2498","2481"
"2500","2486"
"2504","2486"
"2506","2486"
"2510","2311"
"2511","2481"
"2513","2482"
"2514","2486"
"2515","2509"
"2517","2488"
"2520","2509"
"2521","2284"
"2522","2483"
"2523","1669"
"2528","2525"
"2531","2530"
"2535","2530"
"2536","2530"
"2537","2530"
"2538","44965"
"2541","2525"
"2542","2530"
"2544","2524"
"2545","2524"
"2546","2527"
"2547","2543"
"2548","2509"
"2554","2027"
"2555","2543"
"2558","2540"
"2560","2550"
"2561","2556"
"2562","2550"
"2564","2543"
"2565","2556"
"2566","2550"
"2569","2556"
"2570","2543"
"2571","2556"
"2575","2364"
"2576","2543"
"2585","109"
"2596","2447"
"2598","2486"
"2599","888"
"2601","2563"
"2602","1711"
"2603","2364"
"2605","2556"
"2608","1284"
"2609","2556"
"2614","2483"
"2619","2556"
"2620","2447"
"2629","651"
"2643","2639"
"2652","2649"
"2653","2649"
"2657","2647"
"2662","2639"
"2665","2658"
"2667","2658"
"2668","2658"
"2669","2658"
"2670","2658"
"2671","2647"
"2672","2658"
"2673","2658"
"2675","2658"
"2676","2658"
"2677","2647"
"2678","2658"
"2681","2647"
"2682","2658"
"2685","2647"
"2687","2639"
"2690","2688"
"2691","2688"
"2693","2688"
"2695","2556"
"2696","2688"
"2697","2540"
"2699","2630"
"2700","1973"
"2701","1131"
"2703","2647"
"2704","2702"
"2705","2518"
"2706","2702"
"2707","2702"
"2708","2658"
"2712","2639"
"2713","2711"
"2715","2714"
"2716","2711"
"2720","2709"
"2721","2714"
"2723","2658"
"2724","2711"
"2727","2688"
"2731","2711"
"2734","2688"
"2736","2702"
"2737","2563"
"2741","2688"
"2752","2688"
"2753","622"
"2754","2750"
"2755","1607"
"2757","2750"
"2760","2750"
"2761","2750"
"2762","2756"
"2763","2711"
"2764","2732"
"2768","2750"
"2769","2767"
"2771","2767"
"2772","2767"
"2774","2765"
"2776","2767"
"2777","2732"
"2779","2770"
"2781","2775"
"2783","2756"
"2784","2778"
"2787","2756"
"2789","2780"
"2790","2770"
"2791","4"
"2794","2785"
"2797","2785"
"2799","2767"
"2800","2767"
"2801","2563"
"2803","2798"
"2805","2778"
"2806","2767"
"2807","2785"
"2808","2804"
"2810","2809"
"2813","2785"
"2817","2770"
"2818","2815"
"2819","2815"
"2821","2785"
"2822","2815"
"2823","564"
"2825","2811"
"2831","1760"
"2832","2811"
"2834","2811"
"2835","2742"
"2836","2826"
"2839","2785"
"2841","2826"
"2842","2809"
"2843","2840"
"2845","2826"
"2850","2844"
"2851","2844"
"2854","2809"
"2855","2840"
"2862","2756"
"2865","2861"
"2866","2861"
"2867","805"
"2877","2767"
"2878","2815"
"2880","2786"
"2881","2871"
"2882","2826"
"2883","2773"
"2884","2786"
"2886","2826"
"2887","2871"
"2888","2861"
"2890","2809"
"2892","2826"
"2895","2844"
"2897","2873"
"2901","2872"
"2903","2898"
"2905","2898"
"2908","2900"
"2910","2767"
"2911","2900"
"2915","2900"
"2917","2914"
"2918","2913"
"2919","2913"
"2920","2815"
"2923","2913"
"2924","2898"
"2927","2873"
"2928","2155"
"2930","1005"
"2937","2933"
"2938","2756"
"2940","2786"
"2941","2933"
"2943","2900"
"2944","2786"
"2947","104"
"2950","1949"
"2952","2861"
"2961","2658"
"2962","2872"
"2965","2861"
"2967","622"
"2969","2968"
"2971","2968"
"2973","2970"
"2975","2900"
"2976","2970"
"2977","2968"
"2978","2970"
"2979","2898"
"2980","2933"
"2982","972"
"2984","2873"
"2985","2968"
"2986","2742"
"2992","2987"
"2996","2988"
"2999","2988"
"3003","2987"
"3008","3004"
"3009","36"
"3010","371"
"3011","2942"
"3012","2993"
"3013","2709"
"3019","3017"
"3020","1683"
"3023","3017"
"3025","3021"
"3026","3017"
"3028","3027"
"3029","3017"
"3030","3021"
"3032","3017"
"3035","3021"
"3037","3021"
"3040","469"
"3042","3021"
"3043","3021"
"3044","3021"
"3050","3021"
"3052","3027"
"3053","3045"
"3054","3049"
"3055","2970"
"3056","3021"
"3059","3057"
"3060","3049"
"3062","3057"
"3066","3033"
"3068","3057"
"3071","3061"
"3072","3033"
"3073","1598"
"3074","2913"
"3078","2804"
"3079","1276"
"3082","3058"
"3084","3075"
"3090","3049"
"3091","3067"
"3092","3088"
"3093","3021"
"3095","3088"
"3097","3088"
"3099","3088"
"3100","3058"
"3105","3088"
"3107","1171"
"3108","3058"
"3109","3088"
"3111","2639"
"3115","2861"
"3117","3088"
"3119","3106"
"3120","3088"
"3122","3067"
"3125","3088"
"3126","3112"
"3127","3121"
"3128","805"
"3129","2780"
"3130","2775"
"3134","3112"
"3135","3088"
"3139","3136"
"3140","3058"
"3145","3136"
"3146","3144"
"3149","3144"
"3151","3144"
"3152","3147"
"3154","2775"
"3155","3147"
"3158","3067"
"3159","3157"
"3161","3157"
"3162","3150"
"3178","3164"
"3185","3163"
"3188","3180"
"3194","3163"
"3197","3196"
"3198","3088"
"3200","2384"
"3203","2898"
"3204","3027"
"3205","2898"
"3207","3027"
"3211","2898"
"3215","3213"
"3216","3213"
"3217","2898"
"3218","3164"
"3220","1625"
"3221","1625"
"3225","3224"
"3228","3213"
"3233","3224"
"3240","3234"
"3241","3027"
"3243","1625"
"3245","3180"
"3249","2898"
"3252","3248"
"3261","9"
"3267","3213"
"3271","1644"
"3273","3088"
"3274","3180"
"3275","3272"
"3280","3255"
"3282","3272"
"3285","564"
"3288","3260"
"3289","3260"
"3290","3027"
"3291","3284"
"3292","3284"
"3294","3284"
"3297","3255"
"3299","3260"
"3300","3260"
"3306","2993"
"3308","2913"
"3309","3248"
"3310","3230"
"3313","1988"
"3314","3281"
"3316","3315"
"3318","3281"
"3320","3319"
"3321","3319"
"3323","3315"
"3329","1069"
"3345","3315"
"3359","2987"
"3360","3033"
"3361","3319"
"3368","3255"
"3369","2798"
"3370","3362"
"3371","3362"
"3372","3362"
"3375","1615"
"3388","2913"
"3390","3385"
"3398","3385"
"3405","3400"
"3406","3404"
"3409","3404"
"3413","3400"
"3421","3408"
"3422","3400"
"3423","2214"
"3425","3408"
"3427","3400"
"3428","3408"
"3439","3432"
"3440","3432"
"3441","3408"
"3443","2214"
"3444","3432"
"3445","3432"
"3449","3432"
"3451","3400"
"3453","3448"
"3454","1970"
"3455","3452"
"3457","3448"
"3460","3448"
"3461","3448"
"3462","3448"
"3464","564"
"3465","3448"
"3466","3432"
"3468","3448"
"3471","3448"
"3473","3470"
"3475","3470"
"3476","3437"
"3478","3470"
"3479","3448"
"3482","3408"
"3485","126"
"3492","3448"
"3502","3486"
"3511","3510"
"3513","3470"
"3514","3486"
"3515","3510"
"3517","3486"
"3518","3510"
"3519","3486"
"3521","3400"
"3522","3486"
"3523","3180"
"3525","3510"
"3526","371"
"3527","3510"
"3531","1176"
"3533","3470"
"3535","3452"
"3538","3452"
"3539","2968"
"3543","3530"
"3546","3452"
"3548","3486"
"3549","1644"
"3550","3544"
"3552","3512"
"3555","3544"
"3557","1644"
"3560","3385"
"3561","3544"
"3565","2968"
"3570","3512"
"3571","1610"
"3574","3567"
"3575","3567"
"3576","1644"
"3578","3567"
"3579","888"
"3580","3544"
"3581","3180"
"3583","3512"
"3586","3585"
"3588","3585"
"3590","3589"
"3593","3486"
"3600","3512"
"3601","3585"
"3603","1760"
"3609","3589"
"3610","3607"
"3613","3594"
"3616","2968"
"3617","3611"
"3618","3611"
"3637","260"
"3651","3088"
"3655","3654"
"3656","3654"
"3659","3654"
"3660","3654"
"3662","3589"
"3664","3615"
"3668","3654"
"3673","3667"
"3683","1607"
"3691","3682"
"3699","3654"
"3718","3667"
"3726","3713"
"3738","3589"
"3741","3739"
"3742","3088"
"3750","3231"
"3751","3748"
"3752","3713"
"3753","3748"
"3755","3748"
"3756","3748"
"3762","3757"
"3764","3748"
"3765","3748"
"3772","3748"
"3775","3682"
"3776","3725"
"3777","3713"
"3779","1644"
"3780","3748"
"3782","3781"
"3784","3781"
"3785","3625"
"3786","3781"
"3794","3793"
"3795","3725"
"3799","3793"
"3800","3781"
"3804","3798"
"3805","3801"
"3806","1329"
"3807","3802"
"3810","3809"
"3811","3801"
"3812","3809"
"3818","3748"
"3824","3801"
"3825","3801"
"3827","3486"
"3829","1329"
"3833","3790"
"3836","3748"
"3845","3823"
"3848","3823"
"3852","3839"
"3853","3839"
"3854","3839"
"3855","3831"
"3860","3839"
"3861","2658"
"3862","3859"
"3864","3859"
"3865","3859"
"3869","3859"
"3871","3868"
"3872","3781"
"3873","3859"
"3874","3802"
"3876","3839"
"3878","3856"
"3880","3856"
"3885","3859"
"3886","3881"
"3889","371"
"3890","3881"
"3895","3859"
"3896","3793"
"3897","3894"
"3898","3437"
"3899","3894"
"3902","3839"
"3909","3903"
"3911","3903"
"3913","1276"
"3915","3823"
"3916","3859"
"3917","3868"
"3919","3903"
"3922","3903"
"3929","3748"
"3931","3927"
"3932","3927"
"3934","3927"
"3935","3927"
"3936","3654"
"3937","3868"
"3939","3823"
"3941","3867"
"3943","3654"
"3945","3942"
"3946","3942"
"3958","3868"
"3965","328"
"3974","3894"
"3979","1760"
"3981","3975"
"3989","3975"
"3998","3978"
"4008","3748"
"4025","438"
"4026","3224"
"4035","3748"
"4037","1384"
"4038","4034"
"4039","3978"
"4043","3996"
"4044","3996"
"4056","3058"
"4060","3045"
"4064","4062"
"4068","3867"
"4071","4004"
"4073","1644"
"4074","717"
"4076","2284"
"4078","2027"
"4087","2056"
"4088","173"
"4089","19"
"4092","3984"
"4096","173"
"4098","2898"
"4099","1598"
"4102","1261"
"4104","4072"
"4106","1598"
"4117","4110"
"4119","3859"
"4124","3859"
"4125","1598"
"4126","4110"
"4128","3976"
"4129","4110"
"4139","4052"
"4140","4138"
"4144","3143"
"4147","3512"
"4153","4151"
"4155","4110"
"4162","3976"
"4166","4080"
"4171","4151"
"4172","888"
"4175","4157"
"4177","4168"
"4178","4157"
"4180","4157"
"4185","4168"
"4187","2472"
"4188","4149"
"4189","4164"
"4192","4051"
"4197","4151"
"4204","4170"
"4206","4149"
"4207","4157"
"4209","4164"
"4214","4157"
"4216","4208"
"4217","4157"
"4220","4157"
"4222","4062"
"4226","4062"
"4228","4219"
"4231","4221"
"4232","4164"
"4233","4157"
"4238","3942"
"4243","4230"
"4244","4230"
"4247","4242"
"4249","4164"
"4250","4157"
"4252","4227"
"4255","4227"
"4256","4242"
"4258","4227"
"4260","4234"
"4262","4208"
"4263","3281"
"4270","3281"
"4271","4246"
"4277","4225"
"4279","4164"
"4281","4225"
"4284","4269"
"4285","4269"
"4289","4269"
"4290","709"
"4299","4246"
"4300","4234"
"4301","1451"
"4302","4208"
"4304","4287"
"4307","4305"
"4308","4303"
"4309","4303"
"4310","4303"
"4311","4306"
"4312","4303"
"4313","59"
"4315","4227"
"4316","4314"
"4317","4314"
"4318","4314"
"4319","4227"
"4322","4314"
"4326","4314"
"4327","4320"
"4329","4314"
"4331","4320"
"4332","4208"
"4334","4320"
"4343","4335"
"4344","4164"
"4346","4034"
"4348","4347"
"4354","4306"
"4364","4306"
"4370","4347"
"4374","4287"
"4376","4371"
"4378","4369"
"4381","3881"
"4383","4314"
"4384","4242"
"4385","4369"
"4386","4363"
"4388","4369"
"4389","4387"
"4390","4387"
"4391","4314"
"4394","4393"
"4395","4392"
"4397","4392"
"4398","4392"
"4399","4363"
"4400","4393"
"4401","4393"
"4402","4392"
"4403","4371"
"4404","4393"
"4408","4369"
"4410","4347"
"4411","4387"
"4413","2232"
"4415","1936"
"4420","4418"
"4421","4387"
"4422","4219"
"4425","3088"
"4426","3088"
"4427","4416"
"4428","4416"
"4429","4387"
"4431","4418"
"4437","4432"
"4438","4432"
"4439","4433"
"4441","4432"
"4443","4434"
"4444","4433"
"4446","4433"
"4449","3157"
"4455","4442"
"4460","4432"
"4461","4432"
"4462","4433"
"4472","3230"
"4477","4458"
"4491","4430"
"4492","4080"
"4493","4080"
"4498","4149"
"4502","4432"
"4503","4433"
"4505","3088"
"4509","4506"
"4515","3255"
"4518","4432"
"4521","66"
"4527","4506"
"4535","4506"
"4539","4529"
"4540","4533"
"4546","4544"
"4547","4529"
"4549","4545"
"4554","4545"
"4559","3088"
"4562","4556"
"4563","4533"
"4566","3739"
"4567","4565"
"4572","742"
"4573","2525"
"4574","4519"
"4576","4511"
"4577","4168"
"4579","1644"
"4584","4582"
"4586","4541"
"4589","4227"
"4590","4508"
"4592","4432"
"4593","4541"
"4595","1983"
"4597","4347"
"4600","972"
"4601","1535"
"4605","3061"
"4611","4432"
"4614","4610"
"4615","4610"
"4616","4610"
"4618","3611"
"4619","4610"
"4623","3147"
"4626","4622"
"4631","4622"
"4633","4629"
"4634","4622"
"4635","4629"
"4636","4629"
"4637","4629"
"4639","4627"
"4642","4627"
"4646","4627"
"4649","4627"
"4650","4638"
"4657","4629"
"4659","4612"
"4662","4638"
"4663","4617"
"4666","4664"
"4668","4665"
"4669","4664"
"4671","4664"
"4672","4664"
"4675","4665"
"4678","4665"
"4682","4670"
"4683","4519"
"4686","4677"
"4687","4665"
"4691","4519"
"4692","2630"
"4694","4689"
"4695","4689"
"4696","4670"
"4697","4689"
"4698","4689"
"4700","4689"
"4701","4689"
"4702","104"
"4703","4665"
"4704","4689"
"4706","4684"
"4707","4689"
"4712","4617"
"4716","4689"
"4717","4052"
"4725","4724"
"4729","4724"
"4730","4724"
"4732","4689"
"4733","4724"
"4744","4724"
"4746","4738"
"4753","4689"
"4755","4724"
"4768","4519"
"4777","4661"
"4817","1644"
"4821","4816"
"4823","4816"
"4825","3594"
"4828","4782"
"4829","4824"
"4832","4824"
"4833","4824"
"4834","4824"
"4838","4824"
"4852","4839"
"4854","4661"
"4869","4689"
"4877","4839"
"4883","4870"
"4885","4880"
"4886","4880"
"4888","4880"
"4897","4884"
"4902","4046"
"4903","4880"
"4908","4891"
"4910","2328"
"4915","4870"
"4918","4911"
"4919","4794"
"4924","4913"
"4929","4880"
"4931","4880"
"4932","4922"
"4934","3666"
"4936","4911"
"4937","2756"
"4940","3666"
"4956","4949"
"4958","4942"
"4959","4954"
"4962","4954"
"4963","4923"
"4964","4941"
"4965","4949"
"4968","4949"
"4972","4954"
"4976","4949"
"4978","4942"
"4979","4973"
"4982","4954"
"4983","4973"
"4988","4891"
"4997","4986"
"4999","4986"
"5001","4995"
"5005","4994"
"5008","4994"
"5014","4942"
"5016","4994"
"5019","4973"
"5020","4689"
"5022","2658"
"5026","4850"
"5028","4973"
"5029","5027"
"5030","4891"
"5031","5025"
"5032","1973"
"5035","4973"
"5036","2756"
"5037","5013"
"5038","4689"
"5041","5024"
"5042","4630"
"5048","5024"
"5053","4911"
"5057","4911"
"5064","5061"
"5066","1973"
"5067","5061"
"5070","5061"
"5074","5061"
"5076","5071"
"5079","5075"
"5080","5078"
"5083","2525"
"5089","5084"
"5090","5078"
"5091","4922"
"5092","5078"
"5093","2861"
"5095","5087"
"5096","4973"
"5097","5084"
"5098","4939"
"5101","3272"
"5103","4973"
"5106","5071"
"5107","4911"
"5108","5078"
"5110","5078"
"5112","5075"
"5117","2861"
"5125","5087"
"5126","2861"
"5129","5102"
"5132","5087"
"5144","5134"
"5148","5142"
"5149","5078"
"5151","5118"
"5156","4923"
"5160","5118"
"5161","5118"
"5162","5118"
"5164","4922"
"5165","5102"
"5168","5102"
"5181","4689"
"5184","5170"
"5185","5179"
"5187","4369"
"5189","4689"
"5190","5179"
"5192","5188"
"5193","5188"
"5199","5194"
"5201","5170"
"5204","4689"
"5219","5179"
"5224","5222"
"5227","5222"
"5232","5223"
"5235","5226"
"5245","3666"
"5246","5242"
"5248","5226"
"5250","5242"
"5253","5242"
"5256","5226"
"5257","3666"
"5262","5071"
"5266","5017"
"5270","5170"
"5272","5269"
"5273","5264"
"5276","5269"
"5277","5269"
"5278","5269"
"5279","5269"
"5284","4849"
"5292","5269"
"5293","5226"
"5295","5269"
"5301","5269"
"5302","5136"
"5303","5260"
"5308","5269"
"5309","5242"
"5310","1949"
"5316","5078"
"5317","5307"
"5319","5313"
"5320","5313"
"5321","3230"
"5322","173"
"5325","4949"
"5330","5071"
"5331","5323"
"5332","5323"
"5334","5260"
"5335","5326"
"5336","173"
"5337","5329"
"5338","5323"
"5339","5323"
"5340","5313"
"5341","5323"
"5343","5313"
"5345","5323"
"5346","5326"
"5347","5329"
"5351","5328"
"5352","3667"
"5354","5242"
"5355","5323"
"5356","5242"
"5357","5328"
"5360","5328"
"5368","5242"
"5372","5269"
"5376","5329"
"5378","5269"
"5382","5269"
"5384","5269"
"5392","5226"
"5395","5323"
"5400","3088"
"5402","5323"
"5403","5329"
"5412","5269"
"5413","2750"
"5417","5323"
"5421","5323"
"5423","5323"
"5429","5323"
"5430","5419"
"5432","5269"
"5435","5415"
"5439","5428"
"5440","5428"
"5441","5425"
"5443","5428"
"5445","5428"
"5448","2970"
"5451","5428"
"5453","4677"
"5456","5428"
"5462","5460"
"5465","5460"
"5469","5374"
"5472","5459"
"5474","5323"
"5475","4752"
"5481","5396"
"5488","5482"
"5491","5170"
"5492","5460"
"5493","5482"
"5497","5263"
"5498","2630"
"5500","5482"
"5501","2750"
"5503","5460"
"5505","5494"
"5506","5323"
"5508","5507"
"5510","5507"
"5513","5507"
"5519","4911"
"5521","5507"
